ImagePath,Type
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024733.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030443.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025184.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033886.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028441.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025458.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025414.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030519.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032000.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032411.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027124.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024526.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027770.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030466.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029528.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031741.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033501.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024495.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025078.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025806.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027804.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026821.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031510.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033826.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030487.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029500.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030506.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033256.jpg,df
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024721.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029896.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032397.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028457.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027395.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025131.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027747.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030655.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025083.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028680.jpg,vasc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024424.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031888.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031177.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026780.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028064.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029732.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033646.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028861.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026919.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024868.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027642.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031436.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027989.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030867.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030427.jpg,df
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028056.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025708.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032979.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025415.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025792.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029801.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033544.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029114.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034120.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030861.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024310.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032680.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029094.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025826.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026137.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034075.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029666.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032405.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025280.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030857.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025744.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028012.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029273.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029309.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030200.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031462.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029583.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025505.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024945.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031109.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026338.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026159.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034021.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034287.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024414.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027400.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030759.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030469.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033227.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031733.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030931.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031533.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034109.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032032.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025735.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028927.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028243.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028274.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025535.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028195.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033394.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026817.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026556.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033144.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026063.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031564.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026883.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030382.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029642.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027594.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027382.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024808.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029716.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033408.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028538.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033632.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026001.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032360.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025692.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024343.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027300.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033180.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030220.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033577.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025995.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028419.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030618.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024999.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032166.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029681.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033488.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031950.jpg,vasc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031054.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031961.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026104.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032768.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029777.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027067.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031543.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024522.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025690.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028052.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029023.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030895.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025084.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028285.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028613.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025357.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033948.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026003.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031895.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031202.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026339.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029069.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027209.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024778.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032034.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024650.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031261.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027587.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031790.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029973.jpg,df
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026396.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032945.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026809.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027068.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025952.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030504.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032933.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028308.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033657.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027800.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026738.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024407.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030124.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027657.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025935.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025909.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024757.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029871.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030465.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033744.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025339.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025895.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032699.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026032.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031350.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026575.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025770.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029300.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033490.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034143.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025120.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029568.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031287.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024992.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031773.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033082.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030566.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027470.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025504.jpg,df
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032348.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032466.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031423.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025125.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024605.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032016.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024911.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027192.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033475.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026709.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027582.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026252.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028875.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033880.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033609.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026814.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026186.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031902.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029980.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032553.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033916.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027752.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027144.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026616.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028934.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030099.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026713.jpg,vasc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028906.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032721.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030296.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032808.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033610.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030960.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028708.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027443.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024508.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030574.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033974.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028138.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030077.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026199.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025269.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027785.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031612.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027500.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029475.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031127.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028228.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025564.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032144.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024462.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032523.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028098.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024814.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029388.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032500.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028937.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026144.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029446.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033325.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032797.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032101.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034194.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025380.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026646.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030996.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030856.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024745.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031999.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031020.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032130.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030941.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032704.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031753.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024536.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025391.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034243.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031762.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031399.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032005.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028654.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030104.jpg,vasc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031041.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033479.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032892.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025277.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033782.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031910.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024798.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025884.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027753.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024439.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033738.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032679.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030118.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031455.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028628.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028919.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026657.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027558.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0031539.jpg,bcc
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0025703.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032644.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0029092.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0024537.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033729.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027508.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026236.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026638.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027424.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029909.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032131.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0027106.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032909.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0029603.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030076.jpg,akiec
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028974.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028860.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0032544.jpg,mel
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028903.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0030141.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0034086.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_2\ISIC_0033486.jpg,bkl
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026487.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028956.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0028362.jpg,nv
C:\IDL_project\Dataset\HAM10000_images_part_1\ISIC_0026812.jpg,nv
